name,kind,loc,place,used,copies,tags,modified,size_kb,path
Quick Transpose Audio 0v03,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,138,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Quick Transpose Audio 0v03.amxd
Radio Garden,Audio Effect,User Library,User Library,3,2,,2025-04-12,3,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Radio Garden.amxd
Random Note Generator,MIDI Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,1779,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Random Note Generator.amxd
Random Triads 2.0,MIDI Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,62,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Random Triads 2.0.amxd
Randomise Session Colours,MIDI Effect,User Library,User Library,13,13,,2026-04-15,6,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/MIDI Effects/Max MIDI Effect/Randomise Session Colours.amxd
Ravel 1.1,MIDI Effect,User Library,User Library,2,2,,2025-12-23,52,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Ravel 1.1.amxd
Re-Enveloper,Audio Effect,Pack,Creative Extensions,14,1,Devices|Dynamics,2025-05-25,433,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Creative Extensions/Audio Effects/Re-Enveloper/Ableton Folder Info/Re-Enveloper.amxd
Resampler Pro,MIDI Effect,User Library,User Library,3,2,,2026-04-10,455,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/MIDI Effects/Max MIDI Effect/Imported/Resampler Pro.amxd
Retrigger,Max Note Transformation,Pack,MIDI Tools by Philip Meyer,0,2,,2025-05-25,404,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/MIDI Tools by Philip Meyer-1/MIDI Tools/Transformations/Retrigger.amxd
Retur,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2024-11-08,122,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/retur_v1_0/retur-device-only/Retur.amxd
Reverberate 1.0,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,139,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Reverberate 1.0.amxd
Rhythmic Crazy Slicer,Instrument,User Library,User Library,2,1,,2026-08-19,48,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Rhythmic Crazy Slicer.amxd
Rhythmic Probability,MIDI Effect,Pack,Probability Pack by Sonic Faction,0,1,,2025-05-25,6575,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Probability Pack by Sonic Faction/Rhythmic Probability.amxd
Rhythmic Steps,MIDI Effect,Pack,Sequencers,21,1,Devices|Sequencer,2025-11-20,1193,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Sequencers/Rhythmic Steps/Ableton Folder Info/Rhythmic Steps.amxd
rhythmic transposer,MIDI Effect,Elsewhere on disk,Remote Music,2,2,,2025-12-24,106,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/rhythmic transposer.amxd
Romb,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2024-03-04,242,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/Romb.amxd
Rotating Rhythm Generator,MIDI Effect,Pack,CV Tools,2,1,Devices|Sequencer,2025-11-20,759,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/CV Tools/CV Instruments/Rotating Rhythm Generator/Ableton Folder Info/Rotating Rhythm Generator.amxd
Scene Placer v0.1,Audio Effect,User Library,User Library,2,1,,2026-08-09,97,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Scene Placer v0.1.amxd
Schaeffer's Nightmare,Instrument,User Library,User Library,3,3,,2025-04-22,4615,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Schaeffer's Nightmare.amxd
ScratchBacker-v3,Instrument,User Library,User Library,2,1,,2025-10-26,355,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/ScratchBacker-v3.amxd
Screaming Janus,Instrument,Elsewhere on disk,Remote Music,3,3,,2024-08-15,446,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/Screaming Janus.amxd
Sektor,Audio Effect,User Library,User Library,4,3,,2026-01-15,2552,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Sektor.amxd
Select + MAP Single Variation AUDIO V1 AbletonDrummer,Audio Effect,User Library,User Library,3,2,,2025-02-16,260,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Select + MAP Single Variation AUDIO V1 AbletonDrummer.amxd
Select + MAP Single Variation MIDI V1 AbletonDrummer ,MIDI Effect,User Library,User Library,2,2,,2025-12-23,313,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Select + MAP Single Variation MIDI V1 AbletonDrummer .amxd
